id,likeNum,commentsLen,reposts_count,region,content,created_at,type,detailUrl,authorName,authorDetail,negative_ratio,neutral_ratio,positive_ratio,emotion
5161097376042110,22123,642,1979,无,"协和副院长杜斌教授发表在《柳叶刀》杂志上的论文,质疑了协和医学院推行的4+4医学教育模式改革是否能够真正提高医学生的临床能力和科研水平。杜斌教授认为医学教育不应服务于医学""精英"",而应该培养合格的临床医生。 并且认为在目前临床医生待遇不高,工作压力大的情况下,是否真的能吸引优秀的本科毕业生报名(用了is unlikely to recruit,简直是在强烈打脸这个项目《笑cry》)",2025-04-30,榜单,https://weibo.com/5161097376042110/PpDq9plPo,dede-lab,https://weibo.com/u/2518847513,59.34,0.0,40.66,消极
5162874231852899,5227,105,2483,无," 《傻眼》好家伙,现在的修罗场文学都是这么玩的? 的办公室叔嫂文学是会拍的,禁忌感直接拉满! 豪门赘婿高杉山无牌硬耍,把恋爱脑安静静哄得一愣一愣地还不作罢,还对准嫂子尤尤动手动脚《666》人前对安静静说只爱她一切都是为了两人的未来,人后对尤尤说我有很多秘密慢慢告诉你,""哥嫂文学""也是被玩的明明白白了!!《求饶》 已经迫不及待想看四人对峙的场面了,想想都刺激!坐等今晚播出,让我来看看是怎么个事!!《偷笑》",2025-05-05,榜单,https://weibo.com/5162874231852899/PqnE37M1t,课代表阿童木,https://weibo.com/u/7845107311,44.29,0.0,55.71,积极
5160818740304806,37532,13350,12091,湖南,宿舍的床真的好舒服!《哇》 拉我起来 我还能练!!!,2025-04-29,榜单,https://weibo.com/5160818740304806/PpwaK1hie,祝绪丹Bambi,https://weibo.com/u/2219969573,31.67,0.0,68.33,积极
5161874594464060,4215,310,843,福建, sorry 4k直拍  ,2025-05-02,榜单,https://weibo.com/5161874594464060/PpXDJiJiY,蛊灵衿怪,https://weibo.com/u/6983496421,16.46,0.0,83.54,积极
5161244051114845,29896,522,972,无,"《聊一聊:你期待哪部剧?《哇》》近期,多部待播剧登上热搜。 等主演的《生命树》, 等主演的《折腰》, 等主演的《灿如繁星》, 等主演的《书卷一梦》, 等主演的《藏海传》, 等主演的《月鳞绮纪》, 等主演的《朝雪录》, 等主演的《临江仙》, 等主演的《南部档案》, 等主演的《赴山海》, 等主演的《枭起青壤》......你期待哪部剧?一起聊聊~",2025-04-30,榜单,https://weibo.com/5161244051114845/PpHeJ4G1n,河北长城网,https://weibo.com/u/1936119834,80.34,0.0,19.66,消极
5160796623470842,5935,708,37,无,"《 》  今日,马筱梅(mandy)前夫robert发文自曝遭到了网络暴力。 他称自己无端被诋毁造谣,遭遇文章被删,账号封禁等困境,还被抹黑有家暴行为,其朋友也因此被告上法庭 。robert透露,离婚经历令他深受伤害,如今家人也受波及。他已搜集恐吓证据,认为事件",2025-04-29,榜单,https://weibo.com/5160796623470842/PpvB4eyVk,三湘都市报,https://weibo.com/u/1700087532,41.47,0.0,58.53,积极
5162565944743022,22985,1350,902,无,"ep07 以节奏点燃全场,面对面热烈歌唱 勇敢挑战展现新可能 ",2025-05-04,榜单,https://weibo.com/5162565944743022/PqfCOjTSm,乘风2025,https://weibo.com/u/7397600914,59.67,0.0,40.33,消极
5162551596024134,6400,293,3520,陕西," 黄奕在采访里再谈""等我再摸两把牌"",表示很庆幸自己一直在桌上,在桌上就可以好好磨练牌技,韬光养晦,""总有一天我会拿到一副好牌,就算牌不好我也要靠牌技出圈"",姐的人生态度respect!",2025-05-04,榜单,https://weibo.com/5162551596024134/PqffFph9s,苏汶涛,https://weibo.com/u/5257157053,13.89,0.0,86.11,积极
5162715886653716,16058,350,341,无,49918 《投稿》其实很多人都敢说现在的奶茶价格才应该是正常的发展中国家物价好吗好的,2025-05-04,榜单,https://weibo.com/5162715886653716/PqjwErUW0,生命之源需要添加剂,https://weibo.com/u/7791972076,40.99,0.0,59.01,积极
5160856376051129,7816,2440,1032,无,"白色西装日,感谢威可多 图自取~ 就是有点v了《允悲》 ",2025-04-29,榜单,https://weibo.com/5160856376051129/Ppx9rpoaR,刘海宽_hill,https://weibo.com/u/1982429493,23.13,0.0,76.87,积极
5162586216334027,7359,1119,2269,无," 《独一无二》这部电影我看了两遍。在大理看了一遍,回上海后又看了一遍。对我来讲,它是另一种版本的《伯德小姐》。像大雁的羽毛那样散发着对自由的向往。 江城女孩喻延,想走出小地方去大世界看一看,日常如此琐碎又充满生活气息,搞笑又烦恼,她的成长中过早承担着家里人与外界沟通的责任,有些压抑,又有些恐惧。伴随着对家人的眷恋和烦闷,对理想的颤栗和向往,她实现了什么,又想清楚了什么,在2小时的观影中,一切叩问着观众的心。 其实喻延哪里只是作为一个健听人在听障家庭中艰难担责,每天凌晨三点陪爸爸去水产市场买海鲜,晚上放学又要在店里帮忙翻译,想学音乐,没有条件也没有时间。她既是全家人的救命稻草,也想为自己争一口气。她既是家里唯一的健听女儿,又好想有属于自己的音乐世界。 离开家,不放心。她是家里唯一一个健听人。一直以来是她在有声和无声的世界里唯一的沟通桥梁。 留在家,不甘心。她才17岁,喜欢音乐,想离开家,去大世界里看一看,闯一闯,想知道自由是什么滋味,自己又有多大的可能。 这种挣扎和懂事,让喻延眉间永远有一层雾,再大的江风好像也吹不散。 张婧仪真的是最适合这个角色的。青春的稚和拙,将要蜕变成大人的执拗和坚定,眼神和表情,肢体动作和台词表演,一步步表达出这位江城少女,是如何笨拙地处理好自己与家庭的关系,在濒临崩溃的辛劳和压抑中,挣扎出一个也许还是朦胧的但逐渐开始清晰的自我。 可是这个家又不仅仅带给她琐碎和苦难。如果只有这些,喻延不会那么挣扎。她爸爸抽象搞笑,妈妈有着少女感,哥哥笨拙但时时护着她,全家人在一起总是鸡飞狗跳苦中作乐的。她确实是全家人的翻译,每天除了上学写作业就要在店里帮忙,没有自己的时间。 当她心爱的电子琴坏了,爸爸收入也很拮据却舍得给她买新的。听不见琴声就用手摸着音箱感受震动。妈妈总是怕她老是戴着耳机听音乐吵坏耳朵,每天央她喝黑芝麻煳。哥哥总是给她打掩护,哄她开心,当她要勇敢去追寻理想,把自己攒了很久的钱拿给她。 不是不互相关爱的家庭,爱里又有这么多辛苦和疲惫,琐碎和矛盾,又总是有那么多让人舍不得的,离不开的,却又好想要仅仅属于自己的,那一份自由和自我实现。 这种青春感和朦胧感,从恐惧里长出来的孤勇,从崩溃里挣扎出来的决心,都被她诠释出来了。 演员张婧仪本人就是从湖南邵阳的一个单亲家庭长大的,家境普通,初中就住校,17岁自己大江南北地去艺考,这种稚和拙,又难掩的故事感,孤女的感受力和表现力,真是像璞玉一样。 好的贴合的角色真的会和演员的人生有共振,张婧仪的表演让喻延这个角色完全成立了。她完全理解喻延,为她暴怒,为她哭,为她大笑,为她凝眉,为她心咚咚跳。喻延这个人物角色恨不得从编剧的纸上一跃,附身到张婧仪的躯壳里一阵子。她完全地理解喻延,主持着喻延的真实人生。 从此以后,有了喻延这个角色,她是真演员张婧仪。 如梦似幻的一部电影,让人想到很久以前的生活,很久以前的自己。我最喜欢的就是这一类的电影。仅仅是沉浸在电影里的这两小时,就令我觉得自己被轻轻地理解了。从来颠怪更心风。做尽百般无用。云间鸿雁草间虫。共我一般做梦。 感谢所有主创带来这样一部好作品,感谢演员张婧仪如此投入的表演演活了这个江城女孩,感谢编剧把妈妈周琳这个角色改编得那样好。希望上映顺利,希望更多人看见演员张婧仪,蒋勤勤,陈明昊,辛云来以及章宇,白客等人的精彩表演。 希望喻延的人生能像那只黄色的塑料袋,如果迷路了,无论有多远,只要站在高处摇晃着塑料袋,就能被家人看见并拥抱住 ",2025-05-04,榜单,https://weibo.com/5162586216334027/Pqg9vqzLJ,推拿熊,https://weibo.com/u/5997605338,14.43,0.0,85.57,积极
5161608154978277,9066,182,331,无,"《:假期你有宅家追剧吗?《送花花》》五一假期第1天,你是开启了旅途,还是选择在家休息?假期你有宅家追剧吗? 等主演的《无忧渡》, 主演的《淮水竹亭》, 等主演的《念无双》, 等主演的《落花时节又逢君》, 等主演的《榜上佳婿》",2025-05-01,榜单,https://weibo.com/5161608154978277/PpQHZkT4N,大象新闻,https://weibo.com/u/7308140398,80.34,0.0,19.66,消极
5160752282075652,17641,523,400,无,"权志龙拉斯维加斯的巨球广告屏投放,震撼《哆啦a梦吃惊》",2025-04-29,榜单,https://weibo.com/5160752282075652/Ppury8HYg,老鬼的围脖,https://weibo.com/u/5397387741,55.56,0.0,44.44,消极
5161411443164421,5260,198,1347,广东,对我好的人我希望你们永远幸福,2025-05-01,榜单,https://weibo.com/5161411443164421/PpLAIdhd3,IKliyyy,https://weibo.com/u/7002084904,33.33,0.0,66.67,积极
5161833213725495,8054,975,360,无,what’s your love language? 🥰❣️ ,2025-05-02,榜单,https://weibo.com/5161833213725495/PpWyZfDaD,Bruh,https://weibo.com/u/5601400969,9.55,0.0,90.45,积极
5161211969406715,4438,587,194,无,hearts2hearts 'butterflies + the chase' 舞台 ,2025-04-30,榜单,https://weibo.com/5161211969406715/PpGoYDt7d,告白預行絵本,https://weibo.com/u/6134301639,13.79,0.0,86.21,积极
5161794931790401,5869,784,1053,韩国,📢 《指南》 2025 baekhyun world tour in seoul 开放指南 (+eng) 📎       ,2025-05-02,榜单,https://weibo.com/5161794931790401/PpVzf7vLr,INB100_BAEKHYUN,https://weibo.com/u/7918730710,30.17,0.0,69.83,积极
5160808527172343,21011,2095,1752,无,就这样走向北京🚶 过几天见👋 ,2025-04-29,榜单,https://weibo.com/5160808527172343/PpvUgu5QX,在发新歌的刘柏辛,https://weibo.com/u/3285185471,40.15,0.0,59.85,积极
5161119366778791,6347,1106,2037,河北," ""我就知道安宇他太吃这套了""这句话的含金量还在上升!!王玉雯对王安宇熟练运用儿童心理学,《今天很像金城武哦》《太帅了》《怎么帅成这样》《能不能不要这么帅》一顿夸夸输出都给我们老王哥哄成胚胎了《污》学到怎么引起王安宇的注意了《666》",2025-04-30,榜单,https://weibo.com/5161119366778791/PpDZCsrtl,写手,https://weibo.com/u/2206498342,22.94,0.0,77.06,积极
5160881261908282,6617,1207,60,中国香港,其实这两张我也很喜欢!(落选的《太阳》,2025-04-29,榜单,https://weibo.com/5160881261908282/PpxNA80qK,满分朱朱包,https://weibo.com/u/6131684915,19.95,0.0,80.05,积极
5161598205824898,5645,1071,463,广东, 一起吃冰淇淋吧🍦,2025-05-01,榜单,https://weibo.com/5161598205824898/PpQrWorjY,NexT1DE-DORN,https://weibo.com/u/7966010285,15.75,0.0,84.25,积极
5161498414679762,36951,877,585,湖南,点击视频观看大力女子白梦妍如何一拖三拯救三位落水男士《笑cry》   ,2025-05-01,榜单,https://weibo.com/5161498414679762/PpNQZjDq2,会火,https://weibo.com/u/3725773862,20.56,0.0,79.44,积极
5161515804792970,11943,605,197,北京,假期快乐鸭,2025-05-01,榜单,https://weibo.com/5161515804792970/PpOj2k6RY,吃花椒的喵酱,https://weibo.com/u/6512991534,30.73,0.0,69.27,积极
5162440116666824,9494,231,969,无,掌管饭撒的神 🤩 被光选中的猫 🐱 · · · ·,2025-05-04,榜单,https://weibo.com/5162440116666824/PqclRrYlq,尾号6208·严浩翔,https://weibo.com/u/7900407294,19.77,0.0,80.23,积极
5161552650962624,9244,1373,2633,江苏," 吴克群走过黄子弘凡休息室,谁能料到黄子弘凡嗖的一下就跑来和吴克群大哥打招呼啊《哈哈》!两人拥抱的方式也太可爱了吧?互相搓搓背《打call》二人热聊到近况,根本停不下来!祝二人友谊长存🍻🍻 ",2025-05-01,榜单,https://weibo.com/5161552650962624/PpPgt42qc,星闻爱豆,https://weibo.com/u/6384939898,11.7,0.0,88.3,积极
5162666617999648,4515,163,119,福建,"来康康期待谁? 邓为,关晓彤,吴宣仪,赵今麦,王星越,敖瑞鹏,陆柯燃,卢昱晓,何洛洛 ",2025-05-04,榜单,https://weibo.com/5162666617999648/Pqifbxz4A,艾玛酱娱乐手册,https://weibo.com/u/5255814135,46.04,0.0,53.96,积极
5161469617900791,5475,208,470,无,"果然人在干坏事的时候是最不嫌累的,两老外回国后立马修改简历,骄傲地加上一条参加过""宇航员招聘测试""。《允悲》  / ",2025-05-01,榜单,https://weibo.com/5161469617900791/PpN6xx9m7,杰克波比,https://weibo.com/u/1663723820,26.43,0.0,73.57,积极
5161491771949673,2812,1244,1637,江苏," 《微风》 《肖战》 镜头内外,闪耀光彩!",2025-05-01,榜单,https://weibo.com/5161491771949673/PpNGh8bcl,兔毛护理手册,https://weibo.com/u/5118223590,22.52,0.0,77.48,积极
5161888285196518,7945,498,910,无,"""中字""ep5 预告 嘉宾:ningning 播出时间:5/8 18:00 哇哇哇🤩🤩🤩 ",2025-05-02,榜单,https://weibo.com/5161888285196518/PpXZOlNQO,FlechazolNf,https://weibo.com/u/6618264606,11.57,0.0,88.43,积极
5161183146415545,13736,3510,4370,无,"🍧𝐏𝐥𝐨𝐠𝟏𝟗𝟐🍧 烤肉的滋滋作响和五花肉泡菜汤的咕嘟咕嘟,是美食和生活奇妙的变奏曲(⁎⁍̴̛ᴗ⁍̴̛⁎) 济州欢迎我,我也喜欢济州!!图文plog来噜~~ 幸福就是跟小姐妹在海岛吹风和发呆《爱慕》",2025-04-30,榜单,https://weibo.com/5161183146415545/PpFEuqUYx,森川晴子酱,https://weibo.com/u/7418741097,12.16,0.0,87.84,积极
5160753011886532,3242,144,1713,无,"《转发动起来!》夏天的较量就要开始了!!快练起来,甩掉肉肉没那么难!(新华社)",2025-04-29,榜单,https://weibo.com/5160753011886532/PpusJ7ULW,21世纪经济报道,https://weibo.com/u/1651428902,51.81,0.0,48.19,消极
5161208262426763,11466,1152,3472,上海,stunner time with         ,2025-04-30,榜单,https://weibo.com/5161208262426763/PpGj0abjl,NCT_official,https://weibo.com/u/5838349719,42.96,0.0,57.04,积极
5161215986768022,43658,517,92,无, 咋办只有我觉得淮水竹亭今天两集很好看很带感很刺激吗?原创内容就跟开盲盒一样惊喜啊 我是追剧的又不是追动漫的,2025-04-30,榜单,https://weibo.com/5161215986768022/PpGvssoFE,知世豆奶,https://weibo.com/u/7728395379,25.15,0.0,74.85,积极
5161555563120637,16980,438,1183,福建,🐈)以防你没看过惊讶猫猫的原版照片,2025-05-01,榜单,https://weibo.com/5161555563120637/PpPlad5OR,以防你今天还没看小动物,https://weibo.com/u/7299853661,26.08,0.0,73.92,积极
5160787343048947,6028,568,754,无,"《分享!《哇》》别眨眼!湖南浏阳的夜空里,无人机与绚烂的月亮烟花相遇,美出新高度↓↓愿你所得皆所愿~",2025-04-29,榜单,https://weibo.com/5160787343048947/Ppvm6cNaz,央视新闻,https://weibo.com/u/2656274875,18.24,0.0,81.76,积极
5162565329491463,7516,367,2939,浙江,啊啊啊这次是真的羡慕了!金靖这就是勇敢的人先享受张凌赫的腹肌吗🥹 怎么聊着聊着手就这么摸上去了啊!好了这次金靖摸过了下次能不能轮到我了(做梦🤤) ,2025-05-04,榜单,https://weibo.com/5162565329491463/PqfBODPa7,偶像行为大赏,https://weibo.com/u/6711062248,22.58,0.0,77.42,积极
5160726284994659,23784,691,757,天津," 她,竟然,在2023年,刚工作,就以《第一作者》身份编撰《膀胱癌临床指南》 ????????????????????????????????????????????????????????? 我的天老爷,何德何能!!!",2025-04-29,榜单,https://weibo.com/5160726284994659/PptLCkXl1,医学手札,https://weibo.com/u/2704847961,58.3,0.0,41.7,消极
5162307995567629,16095,3168,72,韩国,txt 'love language' mv photo sketch ()    ,2025-05-03,榜单,https://weibo.com/5162307995567629/Pq8ULnmot,TXT_OFFICIAL,https://weibo.com/u/6821286188,50.13,0.0,49.87,消极
5161847570826352,8769,258,238,山西,"吴宣仪拒绝叶童加入侯佩岑组,叶童表面上说我尊重你的决定,实际内心还是很想要吴宣仪,还说:""我怕我熬不到五公""《允悲》。",2025-05-02,榜单,https://weibo.com/5161847570826352/PpWW93sYg,娱乐八掌柜,https://weibo.com/u/2720744300,32.89,0.0,67.11,积极
5160438853537876,25722,539,832,无," 据 , 主演的《永夜星河》于4月18日起在日本卫星剧场频道播出第一集,5月22日正式播出。近期还有多部国产剧出海: 主演的《你比星光美丽》将于5月15日起在日本wowow播出; 等主演的《少年白马醉春风",2025-04-28,榜单,https://weibo.com/5160438853537876/Ppmi1eQmw,环球时报文娱,https://weibo.com/u/7442413095,84.6,0.0,15.4,消极
5161826664841312,7405,759,200,四川,"teach me, all about your love language 🤯❤️🔥 ",2025-05-02,榜单,https://weibo.com/5161826664841312/PpWoqkjrG,Bruh,https://weibo.com/u/5601400969,13.93,0.0,86.07,积极
5160892497136832,30294,2892,3678,湖南,我家宝宝新剧播出啦《鼓掌》《打call》原谅我因为节目录制发晚了《嘻嘻》 《亲亲》《亲亲》 ,2025-04-29,榜单,https://weibo.com/5160892497136832/Ppy5HtWCc,倪虹洁,https://weibo.com/u/1135822512,11.0,0.0,89.0,积极
5161570988462974,29564,3603,3594,北京, 指针拨回到千禧年🕰,2025-05-01,榜单,https://weibo.com/5161570988462974/PpPK2zvBA,虞书欣非官方机位,https://weibo.com/u/7755139770,16.79,0.0,83.21,积极
5161583575564718,10174,354,1584,无,冷知识:和爱的人在一起时会很容易犯困 因为爱的人在身边时心理比较轻松 可以缓解焦虑和压力 特别是平时睡不着 但喜欢的对象在身边时就会很快入睡,2025-05-01,榜单,https://weibo.com/5161583575564718/PpQ4lnlDw,IKliyyy,https://weibo.com/u/7002084904,55.04,0.0,44.96,消极
5160767918442419,5220,732,3647,无," 谁懂啊!终于有剧开辟了穿书新赛道,第一次见如此新奇的穿书题材!就算穿越女手拿剧本,依然斗不过我们高智商""恶女""姜颂《酷》 作为原著中""一笔带过的悲惨前身""(家庭重男轻女,大婚前夜葬身火海…)却凭借强烈的求生欲活了下来🫡当穿越女还在靠""预知剧情""抢男人,改命运时,原主姜颂早已撕碎剧本,反向操控全局""什么下下签,你分明是我人生里第一个上上签啊""《哇》这是什么女王发言啊啊啊啊啊就这个原主撕宿主爽!!!",2025-04-29,榜单,https://weibo.com/5160767918442419/PpuQLzqg3,偶像行为大赏,https://weibo.com/u/6711062248,20.51,0.0,79.49,积极
5162894698482964,52890,429,1195,无," · 是谁在片场见到了毛茸茸同事🐱🐶原来是我们阿醉 ""喵喵奇遇记""片场直拍掉落📸快来查收阿醉的撸猫逗狗打工实录啦~📢",2025-05-05,榜单,https://weibo.com/5162894698482964/Pqob3zAO0,吴宣仪的快乐碎片,https://weibo.com/u/7473157651,40.38,0.0,59.62,积极
5162524257289128,7421,308,5446,无,"明日方舟六周年おめで之うございます! プレイヤーの皆様,そしてこのゲームに关わる全ての方々がこれからも健やかに过ごされるこ之を祈ります! 明日方舟六周年快乐! 祝愿所有玩家以及参与此游戏的每个人都能健康快乐! ",2025-05-04,榜单,https://weibo.com/5162524257289128/PqexzuAeA,__LM7__,https://weibo.com/u/5674786286,30.21,0.0,69.79,积极
5162867825315276,309045,3705,4497,无,"昨晚,2025五四青年节特别节目播出,共唱青春赞歌。 《青春探路者》, 《愿你抬头有光》, 《追光在路上》, 《好相逢》, 和大学生《无悔当下》, 《祝你前程似锦》, 《迎风起跑》, 《上博物馆》……来聊一聊:五四晚会谁的舞台是你的最爱?",2025-05-05,榜单,https://weibo.com/5162867825315276/PqntImiKg,新华社,https://weibo.com/u/1699432410,8.67,0.0,91.33,积极
5161506128529840,10105,244,308,无,"好几年过去了,我什么时候看到这段才能不笑,哈哈哈哈哈哈哈哈",2025-05-01,榜单,https://weibo.com/5161506128529840/PpO3qzN04,禁止洗糖,https://weibo.com/u/1803090453,31.87,0.0,68.13,积极
5160482168637399,5944,190,555,越南,宝宝你这么可爱不要命啦,2025-04-28,榜单,https://weibo.com/5160482168637399/PpnpSAeYT,全是猫,https://weibo.com/u/2844061457,27.86,0.0,72.14,积极
5161895800607764,6491,443,2930,无," 谁能想到,这个五一被短剧赛博拉练了!别人在外面人挤人,我在家看短剧看得超上头啊啊啊!!! 五一上新十几部短剧,从5月1号到5号,每天都有新惊喜,我勐勐看都根本看不过来,呜呜五一简直是短剧爱好者的天堂! 落魄千金和顶级精英从互相试探到致命纠缠,暗恋成真的设定太戳了; 投行女魔头vs禁欲系律师,上演职场狼人杀,强强过招,相爱相杀,太带感! 腹黑庶女×大将军,伪骨科,宅斗,强制爱,要素过多,看得人脸红心跳! 落魄千金与神秘人签订契约,各种交锋,从互相利用到真心沦陷 ,浴室水下吻戏堪称年度名场面。 柯淳和翟一莹三搭,cp感拉满,破镜重圆的剧情糖分超标! 喜欢民国爱情,男女主相爱相杀,剧情跌宕起伏;悬疑爱好者,神秘声控男友的设定,全程烧脑👏 这个小长假,俺拒绝出门人挤人,宅家吹着空调,吃着零食,一口气刷完这些短剧,光是想想都不要太惬意!!!",2025-05-02,榜单,https://weibo.com/5161895800607764/PpYbW2y6E,GG寄居蟹bro,https://weibo.com/u/2613127473,33.22,0.0,66.78,积极
5161098885988556,7291,249,161,无," 电影长安的荔枝🎬 眼角的泪光微微闪烁,像有千丝万绪。被预告镜头杨幂的演绎和故事感吸引住了,期待落地古装,期待郑玉婷!《心》 ps:杨幂粉丝坚持贯彻只要有杨幂就期待,专注杨幂角色的原则,角色不分大小都用心塑造演绎是杨幂作为演员的执着。番位是什么就是什么,可干不出有些客串抢领衔主演的事,想挑事的都散了吧《摊手》",2025-04-30,榜单,https://weibo.com/5161098885988556/PpDsAp7TC,佩佩晴天的blog,https://weibo.com/u/2215144320,42.68,0.0,57.32,积极
5160418537113666,4814,2484,359,浙江,"大英博物馆的镇馆之宝——罗塞塔石碑,完全是现代伪造。首先,古埃及人没有钢铁工具,去刻凿细小的文字。第二,两千年前罗塞塔这个城市也是在大海! ",2025-04-28,榜单,https://weibo.com/5160418537113666/PplLftQAy,河清00,https://weibo.com/u/1985869881,46.42,0.0,53.58,积极
5161099839406170,66627,6466,1905,无," 你歌单里循环的宝藏歌手是谁?你渴望见证的神级舞台由谁创造? 点击下方活动链接:举荐你心中的天选之声! 下一个歌手名场面,可能就始于你的这次举荐!",2025-04-30,榜单,https://weibo.com/5161099839406170/PpDu7DsYq,湖南卫视歌手,https://weibo.com/u/3166262701,51.33,0.0,48.67,消极
5161198244862584,2102,2178,2021,无," 聚光灯,只聚焦我的锋芒—— 战局已开!舞台是我的猎场🔥 我是苏妙玲,在每一个音符中倾注全部努力! 5月1日12:00,锁定腾讯视频《百分百歌手·对战季》,和我一起见证solo舞台争分战纯粹的音乐较量! ",2025-04-30,榜单,https://weibo.com/5161198244862584/PpG2QkoYM,苏妙玲Wan,https://weibo.com/u/2099555177,21.89,0.0,78.11,积极
5162677383468040,146904,17401,57940,无, 山河联盟惜败山西联盟 《裂开》 ,2025-05-04,榜单,https://weibo.com/5162677383468040/Pqiwyeyc8,种地吧卓沅,https://weibo.com/u/5977681646,19.79,0.0,80.21,积极
5161192902886974,7151,2599,238,无,"香港凌晨3点的午夜茶室,尝尝怎么样  ",2025-04-30,榜单,https://weibo.com/5161192902886974/PpFUec726,刘雨鑫JASON,https://weibo.com/u/1210611905,31.63,0.0,68.37,积极
5162703576374465,4975,362,1840,海南,他看到长灯牌了🥲,2025-05-04,榜单,https://weibo.com/5162703576374465/PqjcNqKhX,栗柠旬曲,https://weibo.com/u/5897017343,43.62,0.0,56.38,积极
5162555912754916,4611,268,228,河北,周深倾情献唱的主题曲/片尾曲 《曼陀》mv上线啦!以爱为名的苦果~快来欣赏吧!,2025-05-04,榜单,https://weibo.com/5162555912754916/PqfmDbyG8,圈内新娱,https://weibo.com/u/3515672633,12.7,0.0,87.3,积极
