articleId,created_at,likes_counts,region,content,authorName,authorGender,authorAddress
5164425699920984,2025-05-10,0,上海,真的别买热搜了逝者安息,小小朱and,f,其他
5164425699920984,2025-05-10,0,河北,他还没回国吗?这边有啥好待的嘞,蓝蓝的天白云悠啊呦,f,河北 石家庄
5164425699920984,2025-05-10,0,北京,"支持不支付,美好回忆没了。卖了它吧",ncjrndkek,f,其他
5164425699920984,2025-05-10,0,广西,前段时间不是说具是有钱人吗哈哈哈,睡不够只想躺着数钱,f,广西
5164425699920984,2025-05-10,0,黑龙江,光头除了廉价的感情不想付出任何,NovemberLuo,f,黑龙江 哈尔滨
5164425699920984,2025-05-10,0,湖南,明星还要房贷呢,游lilianna,f,湖南 长沙
5164425699920984,2025-05-10,0,四川,消失的珠宝,四叶草七叶草,f,四川
5164425699920984,2025-05-10,0,上海,可以住老s那里,叶子我是_27763,f,上海 宝山区
5164425699920984,2025-05-10,0,山西,"敢紧拍了吧,s家,p也能上热搜",锐锋亮亭,f,山西 太原
5164425699920984,2025-05-10,1,江苏,赖在湾湾不走也不见你去照顾老人家,冬日饮茶猛加冰,m,北京
5164425699920984,2025-05-10,0,河南,这光头没一点眼色!,一叶知秋_20240225,f,其他
5164425699920984,2025-05-10,0,安徽,"光头让陶晶莹帮帮忙呀,她主意最多了",粉红妹妹减肥吧,f,其他
5164425699920984,2025-05-10,0,山西,"本来为吃软饭养老来的,没想到饭还没吃几年还要付饭钱,不走才怪了《doge》",缘愿80,f,其他
5164425699920984,2025-05-10,0,浙江,还差多少年的房贷啊,不知道自己在干什麼,f,浙江 温州
5164425699920984,2025-05-10,0,广东,"不是有很多遗产吗?怎么支付不了房贷,钱都去哪了?",票票啪,f,广东
5164425699920984,2025-05-10,0,广东, 让人唏嘘,财嘿嘿,m,其他
5164425699920984,2025-05-10,0,福建,"台媒不是说光头很有钱吗,买把豪宅买下呀",摇摆吧阿鹿,f,福建 福州
5164425699920984,2025-05-10,0,广东,没必要付了,小帅猪-永恒,m,其他
5164425699920984,2025-05-10,0,湖北,阔怕《doge》,用户6240243680,f,其他
5164425699920984,2025-05-10,0,湖北," 拎包入住,拎包走",yyli,f,其他
5164425699920984,2025-05-10,0,北京,卤蛋可以去小的家住了,蓝天xiaoyu,f,北京 海淀区
5164425699920984,2025-05-10,0,广东,"终于明白她们近期为啥热搜那么多,原来如此《并不简单》",岁月未央2,f,广东 珠海
5164425699920984,2025-05-10,1,福建,尖叫鸡咯咯哒咯咯哒,用户7631396725,m,福建 宁德
5164425699920984,2025-05-10,0,广东,光头不是说有很多产业吗,伊席秘,f,广东
5164425699920984,2025-05-10,2,江苏,光头有本事自己付房贷啊,用户7462717246,f,其他
5164425699920984,2025-05-10,1,福建,皮真厚还住着,用户7871397997,m,其他
5164425699920984,2025-05-10,0,安徽,图片评论,山寒光,f,北京
5164425699920984,2025-05-10,0,河南,"卤蛋据说很有钱,为爱不能买下它么?那汪小菲可能不会再支付,以前支付的是孩子的费用,现在没关系了。",探娱客,m,其他
5164425699920984,2025-05-10,0,江苏,不是说具俊晔很有钱吗?,跃来跃好96345,m,其他
5164425699920984,2025-05-10,0,广东,"孩子都不住了,没必要继续了吧?",冰糖栗子哈哈,m,广东 广州
5164425699920984,2025-05-10,0,安徽,评论区难得和谐啊《笑cry》难得不骂汪小菲的《笑cry》,笙笙漫步,f,江苏
5164425699920984,2025-05-10,0,福建,犹太资本的零元传销诈骗。,天宇大程师,m,其他
5164425699920984,2025-05-10,0,辽宁,豪宅被洗劫一空啦!光头早就搬走了!汪小菲买的意大利沙发都搬走啦!大s有价值的东西都不见了!《吃瓜》,我爱我的祖国999999,f,辽宁 大连
5164425699920984,2025-05-10,0,广东,"你这垃圾报纸要脸不,早日倒闭吧你们",Fighting_飞鱼,f,广东
5164425699920984,2025-05-10,0,吉林,破事天天热搜 恶心,123好上加好更更好嘞,f,北京 朝阳区
5164425699920984,2025-05-10,2,广西,"《允悲》《允悲》为什么叫前夫支付呀,具不是住在里面吗他不付吗《允悲》《允悲》《允悲》",热血的三角梅,f,广西
5164425699920984,2025-05-10,1,湖北,"离婚分给前妻还是个贷款房,还吹成自己4个亿台币支付买的《笑cry》",跳舞上树丫丫2201705,f,江苏
5164425699920984,2025-05-10,4,湖北,"离婚了分给前妻的还是个贷款房,之前吹这个贷款房是他买的,台北信义的房贷200多期,汪小菲在微博晒出的excel表格显示付了其中41期还把大s后面还款的部分裁掉了,带节奏这方面真是""好前夫""《笑cry》",跳舞上树丫丫2201705,f,江苏
5164425699920984,2025-05-10,0,江苏,赡养已故前妻老公?凭什么继续付啊《黑线》,莞尔一笑116,f,江苏
5164425699920984,2025-05-10,0,山西,汪小菲继续支付房贷才是大冤种《挖鼻》,being安静时刻,f,其他
5164425699920984,2025-05-10,0,山东,"  啧啧,这豪宅月度还款额,看着挺吓人《二哈》",七彩驴子,f,其他
5164425699920984,2025-05-10,0,福建,"汪小菲都多久没付房贷了,还在这里买热搜说自己付钱,够不要脸的",橘子味的池,f,其他
5164425699920984,2025-05-10,0,湖南,这人不是韩国富豪吗?《允悲》《允悲》《允悲》网上到底哪句是真话啊?《笑cry》,雨雪天Sunny,f,北京 海淀区
5164425699920984,2025-05-10,0,上海,"整个豪宅已经被洗劫一空,大s的所有遗物一件不剩,只剩固定在房子里,拆不动,搬不了的家具,例如水池灶台。是真的洗劫一空,汪小菲花几百万定制的意大利家具都被搬得一件不剩!",风中听雨潇潇,m,其他
5164425699920984,2025-05-10,0,湖南,"他还在台湾干嘛,回韩国不是更好吗?",微光里的月亮,f,湖南
5164425699920984,2025-05-10,0,重庆,"多少不是人的评论,真炸裂,人心的阴暗丑陋一览无遗啊",paranoidandblue,m,海外
5164425699920984,2025-05-10,0,贵州,"这个套房是大s和汪小菲结婚时候贷款买的房,然后汪小菲拿这套房去抵押投资,钱全亏了。就大s自己还房贷。《二哈》",难忘的大号,m,其他
5164425699920984,2025-05-10,0,安徽,"这个房子拍卖了吧,该还的债还清。也免得汪小菲家总是拿这个房子做文章。",山寒光,f,北京
5164425699920984,2025-05-10,1,广东,"最可怕的就是一些所谓的家人亲戚,每天说着想念你思念你,把你的财产搬空,不给你安葬,侵犯你孩子的利益,然后别人还说你的这些家人是最痛苦的不能质疑《微笑》《微笑》你有苦说不出",用户6484043885,f,广东 深圳
5164425699920984,2025-05-10,1,湖北,图片评论,跳舞上树丫丫2201705,f,江苏
5164425699920984,2025-05-10,1,湖北,图片评论,跳舞上树丫丫2201705,f,江苏
5164425699920984,2025-05-10,0,江苏,葛说屋里属于两个孩子的东西都被洗劫一空!,世界赠予我的Love嘟,f,江苏 苏州
5164425699920984,2025-05-10,0,上海,"真的挺瞧不上具俊晔的,大s活着的时候前夫哥蹭蹭得了,死了还在蹭住",法力无边大铁锤,m,其他
5164425699920984,2025-05-10,0,山东,"婚前协议,不暴汪出轨,她抚养两个孩子,男方出抚养费,现在是,孩子抚养费他不给,房贷不还,请问,当初你s借给你的钱你还了吗 都拿去嫖鸡了?",YY杨子惠,f,山东 济宁
5164425699920984,2025-05-10,0,浙江,"希望不要在发死人的视频了,你们不怕吗?",论坛讨论员,m,其他
5164425699920984,2025-05-10,0,广东,"人死了都没法消停,这一家也是绝了",长腿里里,m,其他
5164425699920984,2025-05-10,1,广东,晚报没正确价值观的吗?这样的标题是要引导大家什么价值观?!离婚前夫需要负责前妻现任的基本生活?!,sweet-婷223,f,广东 梅州
5164425699920984,2025-05-10,0,广东,是不是要等遗产拿到手了再回棒子国,寂静di,m,云南 临沧
5164425699920984,2025-05-10,1,四川,呼吁大家为徐熙媛的两个子女主持公道:应该两个孩子继承的珠宝和各种名牌 都被小姨 姥姥 后爸 洗劫一空!!! 这些东西是s留给两个孩子的念想!任何人都没有权利拿!! 没有经过别人的同意就拿 这就是偷!!,四叶草七叶草,f,四川
5164425699920984,2025-05-10,0,广西,"才一个月25万而已,韩国太子爷都付不起吗?把韩国的脸丢大了吧,就直接原形毕露了,光头不装了?饭票曲线没了,直接就凉凉了《二哈》《二哈》《二哈》《二哈》",矮东ON,m,广西
5164425699920984,2025-05-10,1,江苏,"台湾记者说豪宅洗劫一空,什么没有给孩子留,两个孩子太可怜,妈妈要是知道得多心疼俩孩子",摩羯小姐姐66,f,其他
5164425699920984,2025-05-10,1,辽宁,粉丝不是科普具俊晔很有钱吗?怎么每月23万的房贷支付不起,春日七许,m,其他
5164425699920984,2025-05-10,1,江西,"合理啊,孩子都不在里面住,哪个傻子前夫会支付啊。",佟薏的AB面,f,上海
5164425699920984,2025-05-10,0,山西,正常吧 养前妻 前妻没了再养她家人就不至于了,夏不说就,f,山西 晋中
5164425699920984,2025-05-10,0,浙江,光头怎么可能无力承担房贷呢?媒体不是爆他很有钱吗?,Y崇尚freedom,f,广东 深圳
5164425699920984,2025-05-10,2,上海,"所以光头就不管他妈了?当初他妈那么大岁数都一直照顾他呢。以前为了爱豆事业抛弃大s,现在为了陪伴逝去的人又不管自己妈,这男人哎《汗》",控高小太阳能手,f,上海
5164425699920984,2025-05-10,0,广东,"没钱交就别住,真的不要脸到极致,现在搬出来还委屈了?",姬絲汀0527,f,广东
5164425699920984,2025-05-10,0,北京,他还住着?好意思?,走X舍予小兑,f,浙江 温州
5164425699920984,2025-05-10,1,云南,"为什么要找房子,和s妈一起养老,不好吗《笑而不语》",懒猪24825,f,云南
5164425699920984,2025-05-10,3,广东,"菲啊,马小梅前夫那个房子带进去过好多个男人,床垫子换了吗",Leighton草园,m,四川
5164425699920984,2025-05-10,0,广东,可以和丈母娘住一起啊,啊桑呀0837,f,其他
5164425699920984,2025-05-10,2,广东,"汪小菲真是假富豪,靠大 s 的流量之争,赚够钱了",没有坏事发生就很好,f,湖北
5164425699920984,2025-05-10,0,上海,"这一家人真是烦死了,生前和前夫闹新闻,过世后,家里人没事蹦跶出来炒作一下,就不能让她消停会儿,不在了还这么使劲营销的~~~一个妹妹一个妈,其他明星过世家里人也没有这样的,不在了还要炸价值~~~~",123愿我所愿,f,上海
5164425699920984,2025-05-10,1,湖南,又是汪买的热搜?这人能不能去死,康九宝-厌蠢症,f,湖南 长沙
5164425699920984,2025-05-10,0,日本,这什么烂标题,liulangzongzong,f,其他
5164425699920984,2025-05-10,0,湖北,s粉不是说他富豪吗这点按揭款也付不起?还指望你们说的假富豪继续付?成笑话了吧!,用户7762214366,m,其他
5164425699920984,2025-05-10,0,湖北,弯弯一家子真不要脸,用户6240243680,f,其他
5164425699920984,2025-05-10,0,浙江,汪小菲拒绝赡养具俊晔?,嘻嘻来打我啊笨蛋,f,广东
5164425699920984,2025-05-10,0,四川,"劝你要点脸,不要什么热度都蹭,好好写点有意义的新闻《弱》《弱》《弱》《弱》《弱》《弱》《弱》《弱》《弱》《弱》",逢考必过旮旯,m,四川 达州
5164425699920984,2025-05-10,0,浙江,"整件事最惨的就是大s,什么前婆婆,前夫,现任,姐妹,妈妈都是各安心思,包括前夫的死小三都可以出来靠大s的新闻出来赚流量吸血,这世道真叫人失望。",爱吃大份薯条哎,f,浙江 杭州
5164425699920984,2025-05-10,1,广西,"遗产人家都没要,为啥要让人家还房贷,搞笑不",UU尤公子,f,北京
5164425699920984,2025-05-10,0,辽宁,"他的粉丝不是说他是低调的富豪么,在寒国都有大豪宅《doge》《doge》《doge》这么爱老婆,连房子都不舍得供,是怕老婆的妈妈跟孩子占到他便宜吗《doge》《doge》《doge》",小米粒爱大老虎,m,其他
5164425699920984,2025-05-10,1,四川,"是有什么大病???天天曝别人私事,增热度",逢考必过旮旯,m,四川 达州
5164425699920984,2025-05-10,0,北京,你们媒体没有别的可以报道的了吗,伊甸园之男,m,黑龙江 鸡西
5164425699920984,2025-05-10,1,广东,"这一家也不知道是什么人在关注,也不知道是哪个黑手天天帮上热搜,就是个戏子加表子!一次次的污染这热搜!",杜桥湖,m,广东 广州
5164425699920984,2025-05-10,3,湖北,"大s就没有现金遗产支付吗?好奇怪,一点存款都没有?非要等前夫支付",utena_hz,f,湖北 武汉
5164425699920984,2025-05-10,0,福建,继续买热搜。也压不住新儿媳尖叫声。全世界都听到了。,用户7631396725,m,福建 宁德
5164425699920984,2025-05-10,0,陕西,滚,汤斌01,f,云南
5164425699920984,2025-05-10,1,黑龙江,澳门野鸡的绿毛老汪ba,爱琴海的水灵,f,福建 厦门
5164425699920984,2025-05-10,4,广东,他确实没有义务养前妻的现任,宁静_致远123456,m,其他
5164425699920984,2025-05-10,4,安徽,所以说女人 不能恋爱脑 找个一毛不拔 身体不好 也不立遗嘱 现在便宜这个光头 两个小孩出租房 豪宅被洗劫一空 除了家具和小孩衣服啥都没了,daihehe-,m,其他
5164425699920984,2025-05-10,0,江苏,北京富商拒绝帮台湾前妻赡养其现任韩国丈夫,专磕老年cp的钱,m,海外
5164425699920984,2025-05-10,0,四川,"娃接走了,前妻也挂了,傻子才继续还房贷《挖鼻》",superbrandon,f,上海 黄浦区
5164425699920984,2025-05-10,1,浙江,这么过份?就算前妻走了也该好好照顾前妻的现任给他养老送终才对《doge》《doge》《doge》,慢慢_Lyh,f,浙江
5164425699920984,2025-05-10,2,浙江,汪小菲没有义务赡养具光头。,小皮子的你,f,浙江 宁波
5164425699920984,2025-05-10,0,云南,蟑螂又买营销号压尖叫🐔的事《阴险》,d16789,f,其他
5164425699920984,2025-05-10,1,湖北,"大s和具俊晔平时怎么沟通交流啊?都不会英语,女方也不会韩语,男方不会中文。我就纳闷。",小长腿Ansy,m,湖北 武汉
5164425699920984,2025-05-10,0,山东,付了就是世纪大冤种《汗》,幸运豆儿,f,山东 济南
5164425699920984,2025-05-10,2,山东,"为什么汪小菲上不了热搜,被你们屏蔽了吗?",鱼丸888闯天涯,m,海外 美国
5164425699920984,2025-05-10,5,福建,他欠大s的钱 什么时候还,Mollyyico,f,其他
5164425699920984,2025-05-10,3,广东,"前妻都死了,拒绝支付不是很正常嘛",你曾是少年xwzst,m,上海
5164425699920984,2025-05-10,4,江苏,你们平台为什么一次次纵容这种开局一张图其余全靠编的营销号上热搜?你们平台就是这么cheap吗?,姚金银铁锑,f,黑龙江 鸡西
5164425699920984,2025-05-10,0,广西,臭乞丐《吐》,预计有望概率大,m,其他
5164425699920984,2025-05-10,2,湖南,汪渣男又转移尖叫鸡的新闻了,够够_lucky,f,湖南 益阳
5164425699920984,2025-05-10,3,广东,"棒子还是想白嫖,不想出一分钱的在台湾活着,只能找房子租了,吃着估计就回棒子国了,来中国台湾当旅游似的",YC-_YANG,m,广东 佛山
5164425699920984,2025-05-10,3,广东,"那么也正常啊,如果大s住,汪小菲还会付钱,光头住,真的没必要吧",妹123cook,f,广东 中山
5164425699920984,2025-05-10,6,四川,"不是说光头有钱吗,咋房贷都出不起《偷笑》",修风扇的阿苏,f,其他
5164425699920984,2025-05-10,3,江苏,人zha营销号和菲佣又开始造谣狂欢了。,姚金银铁锑,f,黑龙江 鸡西
5164425699920984,2025-05-10,2,福建,你什么都真的?天天在这瞎报道,April杨1124,f,海外 美国
5164425699920984,2025-05-10,9,浙江,"我中立,不站谁,开始大s在的时候三天两头跑回韩国,现在人没了呆在这里立什么人设,我是清醒天蝎《允悲》",静想事成jing,f,浙江 宁波
5164425699920984,2025-05-10,2,湖南,抵制人品不端无道德下限张兰汪小菲马筱梅三人出现在网络!抵制快手吃人血流量!呼吁将三人逐出中国网络!,一只梦里的鱼,f,其他
5164425699920984,2025-05-10,10,福建,"肯定要断供啊,投进去是真金白银,以后还要当成前妻遗产再分割一部分给她妈,对前夫来说,反正都给钱,为什么不直接百分百留给儿女,凭什么还要分前妻的老娘?脑子傻",加油陈小强,m,福建 福州
5164425699920984,2025-05-10,12,浙江,"这时候那些喷子怎么不出来喷汪了?人家是付出真金白银的,光头是白嫖党……说真的要不是身边的人没一个正常的,她怎么可能死于一场肺炎,起码汪在身边,就算包机也会带她回去看病抢救吧",宁小遥的宁,f,上海
5164425699920984,2025-05-10,4,江苏,"西瓜都已经大批量上市了,她家瓜还没啃完啊《允悲》《允悲》",心间微尘,f,江苏
5164425699920984,2025-05-10,1,江西,支付才是有病《笑cry》,秦小秦0804,f,其他
5164425699920984,2025-05-10,6,美国,"又在胡说八道造谣 离婚后汪什么时候付过贷款,也不会有人要求他付贷款",SEA_in_NY,f,北京
5164425699920984,2025-05-10,1,新加坡,真是无语不要脸呀……,用户5630355182,m,其他
5164425699920984,2025-05-10,5,北京,"他媳妇都不在了,不应该回韩国吗?",百福湾的椰子树,f,北京
5164425699920984,2025-05-10,2,福建,"虽然汪是渣男,但是对岸那家吃相实在太难看了。房子现在又不是汪在住着,汪也再就不是他家的现任女婿了,早就离婚那么多年了,各过各的日子不好吗?她们家怎么能那么自私贪婪无耻啊?现在房子是现任老公光头在住着,房贷为啥要前夫汪还呢?因为汪比较有钱好难捏,所以就可着他割韭菜?好可怕的三观。",茉门lm,f,其他
5164425699920984,2025-05-10,19,山东,"台湾那边那个跳的欢的叫什么我忘记了那个台独,不是维护光头说他很有钱吗,怎么就无力支付了呢。都让他白住这么久了,你付房租还得不少钱呢。",泡芙小姐的刺,f,山东 临沂
5164425699920984,2025-05-09,7,湖北,"女人就是这么容易被爱误导,具为什么不好好照顾她呢",小希哩哩,f,其他
5164425699920984,2025-05-09,1,江苏,"扬子晚报,你们发这种没影,连出处都不敢直接写明的新闻,真的丧尽天良。身为南京人,我以你们为耻,媒体堕落,真的令人心寒。以发布这种不负责任信息为生的编辑,你们做这样一份工作,也是在消耗自己的理想和良知,太可悲了。",村口大树不能用,m,其他
5164425699920984,2025-05-09,20,广东,"年轻时,有名气,抛弃女朋友。一把年纪了,装深情。",无事小神仙YXM,m,其他
5164425699920984,2025-05-09,5,四川,"作为官方媒体,请问这样的不实信息和谣言你的出处在哪里?新闻职业操守在哪里?为了博流量可以违背党媒的操守?",hjkopc,m,其他
5164425699920984,2025-05-09,8,湖北,"原来房子是汪小菲的,毕竟床垫也是他支付的,贷款是熙媛还的,熙媛离世不能还贷,房子又变成熙媛的了。《太开心》《太开心》",玄牝之门_,m,湖北 武汉
5164425699920984,2025-05-09,20,上海,为什么不是具俊晔拒绝房贷?他住他不得出钱?,凌晨涛,m,北京 东城区
5164677019209215,2025-05-10,340,云南,"雷总是不是女版露思,一个味啊",大飞老师飞飞飞,m,其他
5164677019209215,2025-05-10,190,江苏,"不要紧,雷总健身房打卡的热搜又来了",赤兔乐乐666,m,江苏 宿迁
5164677019209215,2025-05-10,107,河南,"小米再在法务上投入,其他公司打官司得去找小米借律师了。。。",随机播放一首歌,m,河南 郑州
5164677019209215,2025-05-10,84,广东,营销总会被反噬的《doge》,风神sama,m,四川
5164677019209215,2025-05-10,45,广东,"流量王,营销王,仙桃🌞",执念_39995,m,河南 南阳
5164677019209215,2025-05-10,40,福建,"味太冲了,该说不说",喜欢李发卡的小透明,m,福建
5164677019209215,2025-05-10,51,浙江,"小米停止营销活动一个月,热搜少上了?上的都是什么热搜?不是瞎子都看得见",一个隐身的momo,m,其他
5164677019209215,2025-05-10,22,河北,"发不发黑稿另说,踩一脚是肯定的《二哈》",抽身旁坐,f,北京 朝阳区
5164677019209215,2025-05-10,12,浙江,都是友商的问题,月亮快递员鱼鱼鱼,f,其他
5164677019209215,2025-05-10,0,陕西,不然呢?你再找一家车企出车祸能闹出这么大动静的,因为你丑啊2019,m,其他
